,head_id,relation_id,tail_id,score,in_validation,in_testing
21916,31,7,12,-0.3321219,False,False
21917,27,6,11,-0.3321219,False,False
21918,36,8,20,-0.33212402,False,False
21919,45,1,4,-0.33212408,False,False
21920,16,5,25,-0.33212462,False,False
21921,4,8,41,-0.33212528,False,False
21922,46,4,22,-0.33212626,False,False
21923,31,11,43,-0.33212674,False,False
21924,9,2,29,-0.33212703,False,False
21925,7,14,43,-0.3321299,False,False
21926,29,5,35,-0.33213043,False,False
21927,33,2,21,-0.33213085,False,False
21928,41,7,43,-0.3321319,False,False
21929,10,1,27,-0.33213332,False,False
21930,40,6,6,-0.33213404,False,False
21931,35,1,44,-0.33213428,False,False
21932,41,5,28,-0.33213645,False,False
21933,2,5,34,-0.3321403,False,False
21934,22,11,33,-0.33214355,False,False
21935,44,0,36,-0.33214396,False,False
21936,9,3,33,-0.33214468,False,False
21937,38,16,1,-0.33214918,False,False
21938,4,8,36,-0.33215395,False,False
21939,43,11,12,-0.33215594,False,False
21940,30,14,22,-0.33215618,False,False
21941,41,0,7,-0.33215672,False,False
21942,22,0,18,-0.33215785,False,False
21943,14,14,41,-0.33215836,False,False
21944,21,6,17,-0.33215845,False,False
21945,34,0,14,-0.33215877,False,False
21946,22,0,25,-0.33215892,False,False
21947,33,4,5,-0.3321598,False,False
21948,10,14,33,-0.33216056,False,False
21949,23,16,40,-0.33216143,False,False
21950,8,9,35,-0.3321621,False,False
21951,26,13,46,-0.33216223,False,False
21952,31,8,30,-0.33216268,False,False
21953,31,9,6,-0.33216313,False,False
21954,26,8,38,-0.3321654,False,False
21955,1,10,9,-0.33216724,False,False
21956,44,14,29,-0.33217058,False,False
21957,34,1,20,-0.33217257,False,False
21958,25,13,31,-0.33217362,False,False
21959,5,3,9,-0.33217463,False,False
21960,16,14,10,-0.33217523,False,False
21961,22,10,24,-0.33218083,False,False
21962,38,4,23,-0.3321819,False,False
21963,13,15,15,-0.33218488,False,False
21964,32,14,10,-0.3321866,False,False
21965,5,0,34,-0.3321882,False,False
21966,13,2,11,-0.3321886,False,False
21967,40,6,29,-0.33218887,False,False
21968,18,16,18,-0.33218947,False,False
21969,38,14,44,-0.33219054,False,False
21970,3,3,0,-0.33219093,False,False
21971,12,0,24,-0.3321923,False,False
21972,31,11,27,-0.33219346,False,False
21973,33,5,13,-0.332194,False,False
21974,35,5,7,-0.33219513,False,False
21975,6,7,24,-0.33219793,False,False
21976,17,12,29,-0.33219892,False,False
21977,40,8,23,-0.33220145,False,False
21978,27,3,42,-0.33220196,False,False
21979,35,9,44,-0.3322021,False,False
21980,35,5,4,-0.3322069,False,False
21981,23,12,21,-0.33220717,False,False
21982,25,14,26,-0.33220822,False,False
21983,10,3,34,-0.33221,False,False
21984,35,5,1,-0.33221108,False,False
21985,7,5,28,-0.3322122,False,False
21986,41,3,27,-0.33221397,False,False
21987,30,2,46,-0.3322151,False,False
21988,39,14,15,-0.33221552,False,False
21989,2,3,17,-0.33221662,False,False
21990,5,9,11,-0.3322175,False,False
21991,1,4,17,-0.3322178,False,False
21992,17,7,20,-0.3322194,False,False
21993,11,15,8,-0.33221948,False,False
21994,26,3,7,-0.33222008,False,False
21995,46,6,32,-0.33222392,False,False
21996,19,7,25,-0.33222502,False,False
21997,10,5,33,-0.33222505,False,False
21998,28,0,3,-0.33222812,False,False
21999,31,0,8,-0.3322295,False,False
22000,25,10,5,-0.33222952,False,False
22001,14,8,42,-0.33223543,False,False
22002,12,13,1,-0.332236,False,False
22003,28,8,12,-0.33223692,False,False
22004,30,1,45,-0.332237,False,False
22005,25,4,26,-0.33223712,False,False
22006,32,0,4,-0.33223945,False,False
22007,19,3,6,-0.33223954,False,False
22008,32,4,4,-0.33223996,False,False
22009,16,3,33,-0.3322401,False,False
22010,4,12,19,-0.33224156,False,False
22011,11,15,32,-0.33224207,False,False
22012,16,12,45,-0.33224213,False,False
22013,20,2,15,-0.33224317,False,False
22014,16,4,0,-0.33224407,False,False
22015,9,0,15,-0.3322448,False,False
22016,44,16,13,-0.33224738,False,False
22017,35,4,14,-0.332252,False,False
22018,11,1,17,-0.3322525,False,False
22019,35,10,46,-0.3322539,False,False
22020,2,9,37,-0.33225432,False,False
22021,41,2,21,-0.33225483,False,False
22022,28,15,45,-0.33225524,False,False
22023,23,12,24,-0.33225805,False,False
22024,7,5,23,-0.33226043,False,False
22025,17,10,32,-0.33226055,False,False
22026,16,13,11,-0.3322614,False,False
22027,1,10,46,-0.3322618,False,False
22028,0,7,10,-0.33226344,False,False
22029,35,10,23,-0.33226347,False,False
22030,16,8,12,-0.3322645,False,False
22031,46,2,7,-0.33226508,False,False
22032,6,6,32,-0.3322656,False,False
22033,34,7,33,-0.33226684,False,False
22034,40,11,2,-0.33226806,False,False
22035,11,11,12,-0.33226982,False,False
22036,17,13,11,-0.3322707,False,False
22037,19,15,30,-0.3322719,False,False
22038,37,5,2,-0.33227253,False,False
22039,42,14,2,-0.33227324,False,False
22040,3,8,1,-0.3322738,False,False
22041,40,2,44,-0.33227435,False,False
22042,37,6,21,-0.33227617,False,False
22043,17,3,28,-0.3322789,False,False
22044,35,11,45,-0.33227915,False,False
22045,28,15,3,-0.33227986,False,False
22046,45,3,39,-0.33228278,False,False
22047,36,8,35,-0.3322834,False,False
22048,35,0,3,-0.33228344,False,False
22049,25,1,30,-0.3322839,False,False
22050,29,11,1,-0.33228403,False,False
22051,39,14,37,-0.33228543,False,False
22052,9,2,32,-0.33228555,False,False
22053,2,4,5,-0.332286,False,False
22054,29,7,36,-0.33228606,False,False
22055,44,2,13,-0.33228785,False,False
22056,31,15,23,-0.33228883,False,False
22057,15,12,27,-0.33228955,False,False
22058,20,4,7,-0.3322896,False,False
22059,45,9,10,-0.33229038,False,False
22060,23,5,22,-0.3322929,False,False
22061,29,10,32,-0.33229297,False,False
22062,34,10,3,-0.33229372,False,False
22063,18,4,22,-0.33229402,False,False
22064,43,1,38,-0.33229896,False,False
22065,27,10,42,-0.33230007,False,False
22066,18,15,35,-0.33230034,False,False
22067,25,12,41,-0.33230093,False,False
22068,9,10,18,-0.33230147,False,False
22069,30,15,18,-0.33230153,False,False
22070,42,12,39,-0.3323028,False,False
22071,38,12,36,-0.33230317,False,False
22072,19,1,45,-0.33230346,False,False
22073,35,12,32,-0.33230367,False,False
22074,27,4,45,-0.3323087,False,False
22075,38,4,29,-0.33230934,False,False
22076,2,11,27,-0.33230978,False,False
22077,19,0,14,-0.33231094,False,False
22078,39,6,26,-0.33231446,False,False
22079,28,9,10,-0.33231747,False,False
22080,18,7,3,-0.3323182,False,False
22081,9,6,42,-0.332321,False,False
22082,16,4,32,-0.33232185,False,False
22083,15,6,20,-0.33232197,False,False
22084,28,0,14,-0.33232296,False,False
22085,15,9,19,-0.3323252,False,False
22086,30,4,37,-0.33232644,False,False
22087,4,12,5,-0.3323265,False,False
22088,25,4,3,-0.33232713,False,False
22089,2,10,31,-0.33232835,False,False
22090,19,2,35,-0.3323289,False,False
22091,32,15,16,-0.33232927,False,False
22092,41,13,5,-0.33232987,False,False
22093,35,0,1,-0.33232996,False,False
22094,16,3,12,-0.33233145,False,False
22095,8,14,46,-0.33233413,False,False
22096,2,3,9,-0.33233514,False,False
22097,22,2,14,-0.332336,False,False
22098,44,8,0,-0.33233625,False,False
22099,18,11,3,-0.33233878,False,False
22100,17,12,31,-0.33233884,False,False
22101,20,8,19,-0.33233902,False,False
22102,21,1,7,-0.33233988,False,False
22103,35,11,26,-0.33234087,False,False
22104,41,3,19,-0.3323431,False,False
22105,40,5,25,-0.33234367,False,False
22106,44,11,41,-0.3323444,False,False
22107,45,7,31,-0.3323449,False,False
22108,40,1,44,-0.33234513,False,False
22109,41,6,20,-0.33234522,False,False
22110,41,5,27,-0.33234555,False,False
22111,0,14,20,-0.33234617,False,False
22112,13,1,45,-0.33234653,False,False
22113,20,10,44,-0.3323469,False,False
22114,41,3,43,-0.3323475,False,False
22115,14,8,33,-0.33234933,False,False
22116,42,11,23,-0.33235022,False,False
22117,30,11,37,-0.33235154,False,False
22118,35,2,13,-0.3323566,False,False
22119,38,5,38,-0.33235666,False,False
22120,39,10,3,-0.33235705,False,False
22121,36,2,16,-0.33235908,False,False
22122,7,6,0,-0.33235925,False,False
22123,38,4,7,-0.33235928,False,False
22124,13,2,34,-0.33236635,False,False
22125,7,14,39,-0.33236673,False,False
22126,28,14,30,-0.332367,False,False
22127,10,6,26,-0.33236718,False,False
22128,10,8,29,-0.33236718,False,False
22129,25,15,34,-0.33236796,False,False
22130,44,2,15,-0.33237004,False,False
22131,44,3,1,-0.33237016,False,False
22132,20,8,31,-0.3323703,False,False
22133,30,13,31,-0.3323708,False,False
22134,16,5,19,-0.33237138,False,False
22135,31,4,15,-0.33237228,False,False
22136,32,15,30,-0.33237287,False,False
22137,45,12,33,-0.33237404,False,False
22138,38,3,11,-0.33237526,False,False
22139,5,15,40,-0.33237574,False,False
22140,18,11,15,-0.33237743,False,False
22141,2,15,45,-0.33237764,False,False
22142,9,14,15,-0.3323779,False,False
22143,13,11,31,-0.33238342,False,False
22144,8,1,25,-0.33238375,False,False
22145,37,4,36,-0.33238432,False,False
22146,22,12,0,-0.33238837,False,False
22147,37,15,46,-0.3323889,False,False
22148,36,14,4,-0.3323913,False,False
22149,4,14,24,-0.3323931,False,False
22150,43,7,17,-0.33239332,False,False
22151,1,3,46,-0.3323953,False,False
22152,32,16,22,-0.33239684,False,False
22153,18,3,1,-0.33239686,False,False
22154,32,0,1,-0.33239803,False,False
22155,33,13,1,-0.33240268,False,False
22156,25,2,43,-0.33240524,False,False
22157,9,7,12,-0.3324055,False,False
22158,21,5,18,-0.3324104,False,False
22159,18,9,38,-0.33241072,False,False
22160,42,11,45,-0.33241117,False,False
22161,21,15,30,-0.33241186,False,False
22162,30,5,44,-0.3324148,False,False
22163,7,15,4,-0.33241674,False,False
22164,18,12,39,-0.3324181,False,False
22165,1,10,10,-0.3324186,False,False
22166,18,2,7,-0.33241975,False,False
22167,8,2,23,-0.33242008,False,False
22168,35,5,37,-0.33242038,False,False
22169,1,5,15,-0.33242095,False,False
22170,13,11,10,-0.33242142,False,False
22171,12,1,21,-0.33242303,False,False
22172,33,0,34,-0.33242357,False,False
22173,5,7,46,-0.33242399,False,False
22174,8,1,18,-0.33242407,False,False
22175,21,0,7,-0.3324251,False,False
22176,1,3,5,-0.33242607,False,False
22177,34,6,38,-0.3324264,False,False
22178,38,2,39,-0.33242708,False,False
22179,37,12,46,-0.33242875,False,False
22180,15,6,11,-0.33242968,False,False
22181,15,0,1,-0.33242977,False,False
22182,22,1,32,-0.33243093,False,False
22183,12,14,18,-0.33243212,False,False
22184,18,14,44,-0.33243385,False,False
22185,45,11,34,-0.33243454,False,False
22186,27,15,4,-0.3324357,False,False
22187,27,1,40,-0.33243662,False,False
22188,32,13,36,-0.33243847,False,False
22189,26,15,5,-0.33243954,False,False
22190,25,15,10,-0.33243963,False,False
22191,38,14,19,-0.33243966,False,False
22192,19,3,14,-0.33244082,False,False
22193,21,3,20,-0.33244613,False,False
22194,34,3,41,-0.33244622,False,False
22195,3,14,4,-0.33244786,False,False
22196,31,8,11,-0.3324485,False,False
22197,33,5,14,-0.33244884,False,False
22198,39,11,23,-0.33244956,False,False
22199,26,13,23,-0.33245006,False,False
22200,22,1,26,-0.33245012,False,False
22201,36,6,7,-0.33245128,False,False
22202,22,14,41,-0.3324513,False,False
22203,35,12,43,-0.33245176,False,False
22204,20,9,34,-0.33245438,False,False
22205,18,11,41,-0.33245537,False,False
22206,6,8,2,-0.33245566,False,False
22207,0,11,25,-0.3324579,False,False
22208,5,4,45,-0.33245844,False,False
22209,30,1,1,-0.33245927,False,False
22210,18,4,12,-0.33246186,False,False
22211,38,0,30,-0.33246678,False,False
22212,10,11,3,-0.33246723,False,False
22213,26,3,6,-0.33246723,False,False
22214,7,14,24,-0.33247057,False,False
22215,18,5,17,-0.3324708,False,False
22216,25,10,43,-0.33247298,False,False
22217,35,0,32,-0.332474,False,False
22218,12,5,13,-0.33247444,False,False
22219,11,11,30,-0.33247563,False,False
22220,14,5,14,-0.33247727,False,False
22221,9,4,14,-0.33247897,False,False
22222,23,4,46,-0.33248055,False,False
22223,43,15,34,-0.332482,False,False
22224,19,0,45,-0.33248216,False,False
22225,4,0,18,-0.33248624,False,False
22226,37,8,24,-0.33248731,False,False
22227,31,3,37,-0.33248883,False,False
22228,43,12,16,-0.33248967,False,False
22229,40,3,37,-0.33248988,False,False
22230,20,9,40,-0.33249056,False,False
22231,30,11,7,-0.33249107,False,False
22232,25,2,45,-0.3324915,False,False
22233,0,4,12,-0.33249193,False,False
22234,8,4,0,-0.3324921,False,False
22235,26,4,20,-0.3324928,False,False
22236,22,2,25,-0.3324933,False,False
22237,6,4,25,-0.33249387,False,False
22238,31,0,33,-0.33249494,False,False
22239,3,11,40,-0.33249545,False,False
22240,10,14,20,-0.33249772,False,False
22241,4,11,38,-0.33250052,False,False
22242,25,3,22,-0.3325016,False,False
22243,6,12,34,-0.33250552,False,False
22244,39,0,33,-0.33250627,False,False
22245,36,0,2,-0.33250937,False,False
22246,14,4,18,-0.33250967,False,False
22247,38,5,43,-0.33251,False,False
22248,22,5,46,-0.33251068,False,False
22249,32,1,12,-0.33251184,False,False
22250,36,11,30,-0.332512,False,False
22251,40,9,25,-0.3325123,False,False
22252,44,7,37,-0.3325129,False,False
22253,19,8,46,-0.3325138,False,False
22254,36,1,34,-0.33251426,False,False
22255,14,2,45,-0.33251527,False,False
22256,11,13,3,-0.33251822,False,False
22257,9,14,25,-0.33251905,False,False
22258,10,15,26,-0.33251932,False,False
22259,1,10,7,-0.33252218,False,False
22260,41,0,31,-0.33252427,False,False
22261,22,10,38,-0.3325249,False,False
22262,9,11,14,-0.33252767,False,False
22263,36,11,3,-0.33252782,False,False
22264,6,14,1,-0.33252794,False,False
22265,29,12,46,-0.3325285,False,False
22266,40,10,19,-0.332531,False,False
22267,24,6,17,-0.33253193,False,False
22268,14,7,12,-0.33253324,False,False
22269,29,10,6,-0.33253932,False,False
22270,17,5,43,-0.33254004,False,False
22271,29,8,12,-0.33254033,False,False
22272,22,9,20,-0.33254135,False,False
22273,28,3,38,-0.33254176,False,False
22274,11,4,10,-0.33254328,False,False
22275,37,6,42,-0.33254516,False,False
22276,3,15,27,-0.332546,False,False
22277,37,9,9,-0.33255062,False,False
22278,8,2,29,-0.3325509,False,False
22279,19,12,30,-0.33255097,False,False
22280,45,12,23,-0.33255225,False,False
22281,30,3,13,-0.33255264,False,False
22282,26,1,25,-0.3325548,False,False
22283,40,9,10,-0.33255902,False,False
22284,19,10,17,-0.3325593,False,False
22285,0,1,12,-0.33256045,False,False
22286,43,14,10,-0.33256063,False,False
22287,26,4,17,-0.33256102,False,False
22288,44,2,14,-0.3325618,False,False
22289,45,9,3,-0.3325622,False,False
22290,43,0,28,-0.3325628,False,False
22291,5,8,11,-0.33256322,False,False
22292,11,7,23,-0.33256373,False,False
22293,3,11,30,-0.33256394,False,False
22294,43,10,1,-0.33256745,False,False
22295,19,11,33,-0.33256853,False,False
22296,10,0,31,-0.3325689,False,False
22297,8,12,11,-0.33257058,False,False
22298,9,3,18,-0.33257115,False,False
22299,13,11,15,-0.3325712,False,False
22300,13,9,22,-0.3325713,False,False
22301,0,11,2,-0.3325728,False,False
22302,0,13,12,-0.3325738,False,False
22303,40,10,30,-0.33257434,False,False
22304,37,2,13,-0.33257514,False,False
22305,40,0,17,-0.33257553,False,False
22306,18,1,37,-0.33257782,False,False
22307,33,8,46,-0.33257836,False,False
22308,23,15,16,-0.3325797,False,False
22309,34,1,18,-0.3325805,False,False
22310,44,4,38,-0.3325815,False,False
22311,2,6,37,-0.33258155,False,False
22312,27,6,12,-0.3325826,False,False
22313,44,3,11,-0.3325847,False,False
22314,18,2,30,-0.3325858,False,False
22315,33,12,8,-0.33258596,False,False
22316,21,2,35,-0.3325863,False,False
22317,5,9,21,-0.33258697,False,False
22318,26,8,14,-0.33258805,False,False
22319,43,1,8,-0.3325892,False,False
22320,40,15,26,-0.33258966,False,False
22321,23,15,42,-0.33259192,False,False
22322,41,7,46,-0.33259213,False,False
22323,10,15,12,-0.33259296,False,False
22324,31,8,16,-0.33259574,False,False
22325,11,3,45,-0.33259603,False,False
22326,36,10,14,-0.3325962,False,False
22327,29,12,24,-0.33259636,False,False
22328,16,4,15,-0.3325969,False,False
22329,1,6,21,-0.3325975,False,False
22330,32,15,45,-0.3325976,False,False
22331,2,13,35,-0.33259764,False,False
22332,28,9,1,-0.33259884,False,False
22333,10,12,36,-0.3325995,False,False
22334,38,6,14,-0.33260164,False,False
22335,28,10,3,-0.33260182,False,False
22336,21,6,24,-0.3326021,False,False
22337,5,11,38,-0.3326039,False,False
22338,6,1,19,-0.3326059,False,False
22339,38,2,34,-0.33260664,False,False
22340,4,12,36,-0.33260712,False,False
22341,20,0,11,-0.33260712,False,False
22342,13,8,3,-0.332608,False,False
22343,36,12,4,-0.33261147,False,False
22344,0,0,25,-0.3326134,False,False
22345,25,0,46,-0.3326158,False,False
22346,20,2,8,-0.33261725,False,False
22347,11,15,13,-0.33262336,False,False
22348,39,15,28,-0.33262488,False,False
22349,3,14,44,-0.33262542,False,False
22350,5,7,42,-0.33262578,False,False
22351,26,2,30,-0.3326259,False,False
22352,31,7,10,-0.3326271,False,False
22353,7,12,19,-0.33262867,False,False
22354,41,15,44,-0.33262873,False,False
22355,37,3,24,-0.3326288,False,False
22356,45,12,42,-0.3326294,False,False
22357,33,5,4,-0.3326304,False,False
22358,17,1,2,-0.3326304,False,False
22359,41,3,20,-0.33263114,False,False
22360,8,10,45,-0.3326316,False,False
22361,44,5,5,-0.33263212,False,False
22362,38,10,32,-0.33263236,False,False
22363,11,9,10,-0.33263347,False,False
22364,4,7,10,-0.33263373,False,False
22365,25,16,34,-0.33263788,False,False
22366,19,9,32,-0.3326397,False,False
22367,12,0,39,-0.33264032,False,False
22368,33,15,25,-0.33264446,False,False
22369,19,4,34,-0.3326451,False,False
22370,2,3,33,-0.3326459,False,False
22371,4,8,38,-0.33264795,False,False
22372,1,14,28,-0.33264914,False,False
22373,46,1,14,-0.33264965,False,False
22374,8,8,10,-0.3326497,False,False
22375,12,15,35,-0.3326498,False,False
22376,9,2,0,-0.3326519,False,False
22377,34,15,38,-0.33265242,False,False
22378,37,5,38,-0.33265257,False,False
22379,22,15,26,-0.3326535,False,False
22380,4,0,13,-0.3326579,False,False
22381,0,1,28,-0.3326586,False,False
22382,27,0,18,-0.33266026,False,False
22383,5,9,28,-0.33266068,False,False
22384,9,2,30,-0.33266085,False,False
22385,42,8,38,-0.33266094,False,False
22386,4,8,21,-0.33266127,False,False
22387,28,14,1,-0.33266184,False,False
22388,1,3,34,-0.33266282,False,False
22389,30,6,8,-0.332664,False,False
22390,45,5,36,-0.33266404,False,False
22391,30,8,14,-0.33266553,False,False
22392,31,9,44,-0.33266634,False,False
22393,42,12,5,-0.33266634,False,False
22394,14,1,13,-0.33266854,False,False
22395,46,3,7,-0.33267224,False,False
22396,44,2,43,-0.3326728,False,False
22397,39,11,12,-0.33267304,False,False
22398,37,2,42,-0.33267528,False,False
22399,21,5,0,-0.3326755,False,False
22400,13,5,30,-0.3326777,False,False
22401,39,5,5,-0.3326805,False,False
22402,28,11,39,-0.3326837,False,False
22403,27,7,26,-0.33268467,False,False
22404,26,15,24,-0.33268508,False,False
22405,23,10,28,-0.33268508,False,False
22406,41,11,10,-0.33268642,False,False
22407,14,15,25,-0.33268878,False,False
22408,45,10,36,-0.33269107,False,False
22409,45,5,32,-0.3326926,False,False
22410,39,10,18,-0.33269694,False,False
22411,6,10,18,-0.332697,False,False
22412,15,15,30,-0.33269754,False,False
22413,41,13,35,-0.33270043,False,False
22414,46,8,44,-0.3327009,False,False
22415,19,3,37,-0.33270413,False,False
22416,23,1,0,-0.33270586,False,False
22417,15,12,8,-0.3327075,False,False
22418,18,7,11,-0.33270794,False,False
22419,3,2,11,-0.3327096,False,False
22420,45,0,0,-0.33270985,False,False
22421,8,0,2,-0.3327138,False,False
22422,9,6,40,-0.33271533,False,False
22423,19,1,7,-0.33271614,False,False
22424,42,14,29,-0.33272138,False,False
22425,28,3,30,-0.332723,False,False
22426,40,14,15,-0.3327248,False,False
22427,22,6,42,-0.33272564,False,False
22428,37,12,20,-0.33272663,False,False
22429,26,11,30,-0.33273003,False,False
22430,8,14,35,-0.33273003,False,False
22431,1,0,29,-0.33273152,False,False
22432,39,16,30,-0.3327322,False,False
22433,20,11,39,-0.3327341,False,False
22434,43,8,12,-0.33273596,False,False
22435,45,3,34,-0.3327363,False,False
22436,12,1,42,-0.33273688,False,False
22437,38,3,21,-0.3327372,False,False
22438,14,15,34,-0.3327385,False,False
22439,10,13,22,-0.33273897,False,False
22440,16,2,2,-0.33274022,False,False
22441,20,11,34,-0.33274105,False,False
22442,16,12,29,-0.33274552,False,False
22443,7,11,44,-0.33274603,False,False
22444,22,16,0,-0.3327472,False,False
22445,25,9,25,-0.33274835,False,False
22446,0,6,13,-0.33275154,False,False
22447,2,12,42,-0.3327531,False,False
22448,34,5,44,-0.3327563,False,False
22449,4,0,2,-0.33275664,False,False
22450,13,10,31,-0.33275744,False,False
22451,42,4,17,-0.33275753,False,False
22452,46,0,40,-0.33276013,False,False
22453,14,2,39,-0.3327611,False,False
22454,28,15,29,-0.33276114,False,False
22455,27,6,32,-0.33276182,False,False
22456,6,3,0,-0.33276248,False,False
22457,35,5,28,-0.33276272,False,False
22458,39,15,45,-0.33276314,False,False
22459,34,15,26,-0.3327701,False,False
22460,35,3,4,-0.33277124,False,False
22461,26,4,15,-0.33277172,False,False
22462,35,8,16,-0.33277205,False,False
22463,16,12,2,-0.33277255,False,False
22464,12,10,18,-0.33277288,False,False
22465,27,2,3,-0.3327736,False,False
22466,7,1,1,-0.3327795,False,False
22467,2,5,5,-0.332782,False,False
22468,10,15,7,-0.33278343,False,False
22469,42,14,44,-0.3327852,False,False
22470,33,6,1,-0.3327857,False,False
22471,26,9,6,-0.33278713,False,False
22472,5,1,45,-0.33278733,False,False
22473,37,13,15,-0.33278745,False,False
22474,2,1,36,-0.33278754,False,False
22475,20,2,25,-0.33278808,False,False
22476,14,2,44,-0.33278832,False,False
22477,6,15,38,-0.3327924,False,False
22478,21,11,6,-0.3327933,False,False
22479,41,14,20,-0.3327952,False,False
22480,45,14,28,-0.3327953,False,False
22481,2,15,16,-0.332796,False,False
22482,38,11,45,-0.3327966,False,False
22483,26,4,16,-0.33279774,False,False
22484,11,8,20,-0.33279788,False,False
22485,26,9,24,-0.33279908,False,False
22486,8,8,46,-0.33279935,False,False
22487,43,10,30,-0.33279943,False,False
22488,17,14,1,-0.33279952,False,False
22489,14,2,33,-0.33279997,False,False
22490,2,14,6,-0.33280036,False,False
22491,32,14,14,-0.33280122,False,False
22492,10,10,31,-0.33280283,False,False
22493,30,4,23,-0.33280376,False,False
22494,31,4,32,-0.3328056,False,False
22495,5,2,34,-0.33280882,False,False
22496,20,2,18,-0.33280903,False,False
22497,37,7,36,-0.33280912,False,False
22498,39,5,39,-0.33280912,False,False
22499,12,14,35,-0.33280998,False,False
22500,38,3,42,-0.33281058,False,False
22501,36,1,29,-0.33281127,False,False
22502,25,6,3,-0.33281925,False,False
22503,10,7,5,-0.3328203,False,False
22504,43,6,16,-0.3328219,False,False
22505,7,4,34,-0.3328221,False,False
22506,37,0,5,-0.33282325,False,False
22507,4,4,37,-0.33283013,False,False
22508,6,6,7,-0.33283103,False,False
22509,14,7,46,-0.33283168,False,False
22510,19,4,25,-0.33283216,False,False
22511,4,5,45,-0.33283508,False,False
22512,20,8,42,-0.33283514,False,False
22513,42,13,27,-0.33283588,False,False
22514,9,0,28,-0.33283654,False,False
22515,42,16,9,-0.33283728,False,False
22516,9,11,46,-0.33283746,False,False
22517,16,14,12,-0.33284187,False,False
22518,12,10,5,-0.33284223,False,False
22519,37,2,20,-0.33284494,False,False
22520,17,4,22,-0.3328461,False,False
22521,31,14,16,-0.33284703,False,False
22522,41,10,12,-0.3328475,False,False
22523,34,12,43,-0.3328486,False,False
22524,37,8,12,-0.3328494,False,False
22525,36,16,7,-0.33284998,False,False
22526,37,4,34,-0.33285347,False,False
22527,6,9,18,-0.3328549,False,False
22528,17,11,2,-0.33285543,False,False
22529,40,11,6,-0.33285588,False,False
22530,5,16,34,-0.33285666,False,False
22531,1,10,11,-0.3328582,False,False
22532,22,8,39,-0.33286142,False,False
22533,12,1,0,-0.33286196,False,False
22534,18,1,22,-0.33286196,False,False
22535,5,3,46,-0.33286315,False,False
22536,14,9,20,-0.3328643,False,False
22537,22,8,2,-0.33286622,False,False
22538,16,7,3,-0.33286873,False,False
22539,24,14,27,-0.33286917,False,False
22540,19,9,46,-0.33287197,False,False
22541,27,6,29,-0.33287227,False,False
22542,4,3,14,-0.33287245,False,False
22543,0,14,14,-0.3328731,False,False
22544,19,0,3,-0.33287326,False,False
22545,28,14,19,-0.3328757,False,False
22546,25,9,44,-0.33287796,False,False
22547,3,3,1,-0.33288026,False,False
22548,9,8,34,-0.3328811,False,False
22549,15,5,22,-0.3328812,False,False
22550,21,4,33,-0.33288473,False,False
22551,36,2,3,-0.33288577,False,False
22552,44,15,35,-0.33288822,False,False
22553,0,15,34,-0.33288896,False,False
22554,39,11,38,-0.3328893,False,False
22555,32,5,23,-0.3328896,False,False
22556,41,15,6,-0.33289015,False,False
22557,1,14,42,-0.33289033,False,False
22558,9,2,36,-0.33289036,False,False
22559,32,4,40,-0.33289063,False,False
22560,8,6,45,-0.33289236,False,False
22561,17,12,14,-0.3328936,False,False
22562,18,15,32,-0.33289507,False,False
22563,32,5,39,-0.33289614,False,False
22564,39,3,40,-0.33289686,False,False
22565,21,14,5,-0.33290115,False,False
22566,1,6,11,-0.33290508,False,False
22567,18,4,39,-0.33290645,False,False
22568,40,1,28,-0.33291066,False,False
22569,32,10,41,-0.33291116,False,False
22570,20,6,30,-0.33291352,False,False
22571,11,11,11,-0.33291474,False,False
22572,43,2,18,-0.33291587,False,False
22573,36,2,40,-0.33291742,False,False
22574,38,11,38,-0.33291778,False,False
22575,34,4,27,-0.3329178,False,False
22576,31,4,4,-0.33291838,False,False
22577,26,3,38,-0.3329184,False,False
22578,28,3,39,-0.33291882,False,False
22579,29,8,30,-0.33291885,False,False
22580,20,4,30,-0.33292058,False,False
22581,1,8,7,-0.33292335,False,False
22582,29,7,30,-0.33292335,False,False
22583,25,10,22,-0.33292565,False,False
22584,44,1,35,-0.33292794,False,False
22585,12,10,3,-0.33292904,False,False
22586,31,7,6,-0.33292934,False,False
22587,8,8,0,-0.33293107,False,False
22588,17,9,40,-0.33293152,False,False
22589,46,14,40,-0.33293182,False,False
22590,42,1,38,-0.33293185,False,False
22591,11,7,9,-0.33293372,False,False
22592,33,10,7,-0.33293384,False,False
22593,20,0,17,-0.33293468,False,False
22594,29,9,38,-0.33293647,False,False
22595,22,3,45,-0.332937,False,False
22596,37,12,13,-0.33293754,False,False
22597,41,14,43,-0.33293948,False,False
22598,43,12,40,-0.3329401,False,False
22599,36,3,2,-0.332941,False,False
22600,28,14,5,-0.3329412,False,False
22601,2,1,19,-0.33294407,False,False
22602,1,0,18,-0.33294424,False,False
22603,0,10,14,-0.3329447,False,False
22604,16,4,22,-0.332951,False,False
22605,21,14,46,-0.33295396,False,False
22606,7,11,20,-0.33295467,False,False
22607,0,2,3,-0.33295548,False,False
22608,8,3,27,-0.3329555,False,False
22609,1,10,35,-0.33295566,False,False
22610,18,7,33,-0.33295655,False,False
22611,24,5,45,-0.33295763,False,False
22612,26,12,13,-0.33295783,False,False
22613,2,11,24,-0.3329594,False,False
22614,22,13,31,-0.33296186,False,False
